CFS,DATE,NATURE CODE,ADDRESS,XCOORD,YCOORD,DOW
032816-123,3/28/2016  2:11:00 PM,MUSIC,445 SW TUNISON AV,7480154.0000 ,332012.0000 ,MON
032816-190,3/28/2016  8:59:39 PM,SRN,1425 NW MONROE AV,7479711.5000 ,340748.5625 ,MON
032916-3,3/29/2016  12:15:13 AM,SRN,961 NW HAYES AV,7482851.0000 ,345844.0000 ,TUE
032916-7,3/29/2016  1:05:30 AM,PARTY,700 SW CHICKADEE ST,7474640.0000 ,338041.8750 ,TUE
033016-234,3/30/2016  8:12:54 PM,MUSIC,410 NW 25TH ST,7478065.0000 ,342476.4688 ,WED
033116-218,3/31/2016  9:17:34 PM,PARTY,620 NW 27TH ST,7477514.5000 ,343222.4063 ,THU
033116-224,3/31/2016  9:58:57 PM,SRN,1130 NW FILLMORE AV,7481349.5000 ,342816.5000 ,THU
033116-233,3/31/2016  11:12:06 PM,PARTY,2111 NW HARRISON BV,7478707.0000 ,342322.1563 ,THU
033116-243,3/31/2016  11:47:24 PM,SRN,2111 NW HARRISON BV,7478707.0000 ,342322.1563 ,THU
040116-7,4/1/2016  12:36:19 AM,SRN,140 NW 13TH ST,7480070.0000 ,340771.8438 ,FRI
040116-12,4/1/2016  12:59:44 AM,SRN,1207 NW JACKSON AV,7480391.5000 ,340921.0625 ,FRI
040116-147,4/1/2016  4:34:44 PM,PARTY,700 SW CHICKADEE ST,7474640.0000 ,338041.8750 ,FRI
040116-143,4/1/2016  4:13:38 PM,SRN,659 NW 23RD ST,7478427.0000 ,343271.2813 ,FRI
040116-164,4/1/2016  5:31:59 PM,PARTY,SW CHICKADEE ST AND SW SAGEBRUSH DR,7474666.0000 ,338048.0000 ,FRI
040116-198,4/1/2016  7:36:21 PM,PARTY,620 NW 27TH ST,7477514.5000 ,343222.4063 ,FRI
040116-229,4/1/2016  9:15:23 PM,SRN,330 NW 23RD ST,7478383.5000 ,342043.3750 ,FRI
040116-246,4/1/2016  10:29:59 PM,SRN,735 NW 16TH ST,7480149.5000 ,343060.1563 ,FRI
040116-262,4/1/2016  11:22:30 PM,SRN,335 NW 25TH ST,7478075.5000 ,342119.4688 ,FRI
040116-261,4/1/2016  11:21:05 PM,SRN,308 NW 17TH ST,7479335.5000 ,341761.5938 ,SAT
040216-4,4/2/2016  12:16:21 AM,PARTY,1375 SW A AV,7479496.0000 ,338454.8125 ,SAT
040216-26,4/2/2016  4:24:42 AM,MUSIC,828 NW 28TH ST,7477269.5000 ,343913.6250 ,SAT
040216-122,4/2/2016  4:06:02 PM,MUSIC,310 SW 7TH ST,7481267.0000 ,339258.6875 ,SAT
040216-146,4/2/2016  6:15:17 PM,MUSIC,410 NW 25TH ST,7478065.0000 ,342476.4688 ,SAT
040216-163,4/2/2016  7:57:07 PM,PARTY,2460 NW ROLLING GREEN DR,7480238.5000 ,349718.0938 ,SAT
040216-195,4/2/2016  10:22:56 PM,MUSIC,828 NW 28TH ST,7477269.5000 ,343913.6250 ,SAT
040216-217,4/2/2016  11:07:24 PM,SRN,1575 NW VAN BUREN AV,7479641.0000 ,341606.2188 ,SAT
040216-223,4/2/2016  11:20:01 PM,SRN,1136 NW 23RD ST,7478432.0000 ,344736.5938 ,SAT
040216-218,4/2/2016  11:07:52 PM,SRN,326 SW 5TH ST,7481794.5000 ,338986.2813 ,SAT
040216-216,4/2/2016  11:05:09 PM,SRN,880 SW GROVE ST,7476782.5000 ,337352.5938 ,SAT
040216-219,4/2/2016  11:08:36 PM,PARTY,1060 SW E AV,7480196.5000 ,337053.5313 ,SAT
040316-6,4/3/2016  12:23:14 AM,PARTY,334 NW KINGS BV,7479042.5000 ,341972.5625 ,SUN
040316-16,4/3/2016  12:59:51 AM,PARTY,2099 NW TAYLOR AV,7478765.0000 ,343378.4375 ,SUN
040316-7,4/3/2016  12:26:46 AM,SRN,725 NW 21ST ST,7478759.5000 ,343464.6563 ,SUN
040316-31,4/3/2016  1:46:54 AM,PARTY,1845 NW TAYLOR AV,7479507.0000 ,343196.9688 ,SUN
040316-269,4/3/2016  11:00:15 PM,MUSIC,4004 NW WITHAM HILL DR,7473566.0000 ,346512.7500 ,SUN
040416-193,4/4/2016  5:19:28 PM,SRN,2997 NW MORNING GLORY DR,7476973.5000 ,352325.4688 ,MON
040516-210,4/5/2016  6:51:35 PM,MUSIC,410 NW 26TH ST,7477754.5000 ,342485.4375 ,TUE
040616-2,4/6/2016  12:06:33 AM,MUSIC,1250 NW 23RD ST,7478491.0000 ,345095.0938 ,WED
040616-195,4/6/2016  6:59:30 PM,MUSIC,410 NW 25TH ST,7478065.0000 ,342476.4688 ,WED
040616-238,4/6/2016  10:43:52 PM,PARTY,1540 NW CIRCLE BV,7480541.5000 ,348450.6250 ,WED
040616-245,4/6/2016  11:13:53 PM,SRN,640 NW 35TH ST,7475250.5000 ,343364.9375 ,WED
040716-161,4/7/2016  5:55:22 PM,SRN,410 NW 25TH ST,7478065.0000 ,342476.4688 ,THU
040716-179,4/7/2016  7:07:44 PM,PARTY,512 NW 11TH ST,7481063.0000 ,341890.5938 ,THU
040716-196,4/7/2016  8:48:03 PM,SRN,310 SW 7TH ST,7481267.0000 ,339258.6875 ,THU
040716-195,4/7/2016  8:45:41 PM,PARTY,206 NW 14TH ST,7479922.0000 ,341121.3438 ,THU
040716-207,4/7/2016  9:27:49 PM,SRN,689 NW 23RD ST,7478428.5000 ,343367.3438 ,THU
040716-208,4/7/2016  9:32:37 PM,SRN,683 NW 23RD ST,7478428.0000 ,343348.1250 ,THU
040716-212,4/7/2016  9:50:43 PM,SRN,646 NW 21ST ST,7478733.5000 ,343192.3750 ,THU
040716-210,4/7/2016  9:34:28 PM,PARTY,1861 SW 49TH ST,7470537.0000 ,333751.0938 ,THU
040716-219,4/7/2016  10:18:44 PM,MUSIC,NW GRANT AV AND NW 20TH ST,7479430.0000 ,345217.0000 ,THU
040716-225,4/7/2016  10:49:30 PM,SRN,1861 SW 49TH ST,7470537.0000 ,333751.0938 ,THU
040816-123,4/8/2016  2:49:59 PM,MUSIC,3435 SE 3RD ST,7480565.0000 ,327352.9688 ,FRI
040816-250,4/8/2016  11:32:22 PM,SRN,132 NW 15TH ST,7479586.5000 ,340926.3438 ,FRI
040816-246,4/8/2016  11:23:59 PM,PARTY,372 SW 8TH ST,7480914.5000 ,339153.9375 ,SAT
040916-1,4/9/2016  12:01:22 AM,PARTY,NW VAN BUREN AV AND NW 16TH ST,7479573.0000 ,341621.0000 ,SAT
040916-7,4/9/2016  12:19:58 AM,SRN,337 SW 9TH ST,7480712.5000 ,339377.2188 ,SAT
040916-18,4/9/2016  12:55:37 AM,SRN,415 NW 11TH ST,7480951.0000 ,341545.6250 ,SAT
040916-136,4/9/2016  3:43:17 PM,MUSIC,2929 NW HARRISON BV,7476812.0000 ,342484.3438 ,SAT
040916-200,4/9/2016  8:13:58 PM,PARTY,1810 NW BECA AV,7479907.5000 ,344684.5000 ,SAT
040916-232,4/9/2016  10:17:17 PM,SRN,1952 NW HAYES AV,7479196.5000 ,345962.0000 ,SAT
040916-256,4/9/2016  11:30:11 PM,MUSIC,430 NW 13TH ST,7480472.5000 ,341795.6563 ,SAT
040916-265,4/9/2016  11:51:05 PM,SRN,332 NW 6TH ST,7482186.5000 ,340721.9063 ,SAT
041016-29,4/10/2016  2:03:21 AM,MUSIC,744 SW 14TH ST,7479441.0000 ,338273.5938 ,SUN
041016-18,4/10/2016  1:05:31 AM,SRN,828 NW 28TH ST,7477269.5000 ,343913.6250 ,SUN
041516-229,4/15/2016  10:45:00 PM,PARTY,434 NW 16TH ST,7479749.0000 ,342099.3125 ,FRI
041516-228,4/15/2016  10:42:13 PM,PARTY,434 NW 16TH ST,7479749.0000 ,342099.3125 ,FRI
041516-230,4/15/2016  10:47:53 PM,MUSIC,300 NW KINGS BV,7479040.0000 ,341846.6250 ,FRI
041516-235,4/15/2016  11:01:35 PM,SRN,445 NW 17TH ST,7479542.0000 ,342220.4375 ,FRI
041516-232,4/15/2016  10:50:43 PM,PARTY,1205 NE 2ND ST,7484668.0000 ,342894.9063 ,FRI
041616-6,4/16/2016  12:36:06 AM,PARTY,330 NW 23RD ST,7478383.5000 ,342043.3750 ,SAT
041616-35,4/16/2016  6:27:58 AM,SRN,224 NW 26TH ST,7477751.0000 ,341759.6563 ,SAT
041616-111,4/16/2016  3:49:28 PM,SRN,325 NW 21ST ST,7478732.5000 ,341943.8125 ,SAT
041616-158,4/16/2016  8:10:12 PM,MUSIC,430 NW 13TH ST,7480472.5000 ,341795.6563 ,SAT
041616-207,4/16/2016  11:08:16 PM,SRN,337 NW 23RD ST,7478406.0000 ,342067.1563 ,SAT
041616-204,4/16/2016  11:03:38 PM,PARTY,3328 SW CASCADE AV,7476007.5000 ,332670.0000 ,SAT
041616-215,4/16/2016  11:22:25 PM,SRN,733 NW 15TH ST,7480366.5000 ,342962.8438 ,SAT
041616-223,4/16/2016  11:56:02 PM,PARTY,1845 NW POLK AV,7479384.0000 ,342881.5938 ,SAT
041716-3,4/17/2016  12:14:07 AM,PARTY,430 NW 13TH ST,7480472.5000 ,341795.6563 ,SUN
041716-18,4/17/2016  1:17:11 AM,PARTY,727 NW 33RD ST,7475806.0000 ,343643.4063 ,SUN
041616-225,4/16/2016  11:59:14 PM,PARTY,733 NW 15TH ST,7480366.5000 ,342962.8438 ,SUN
041816-217,4/18/2016  9:17:00 PM,MUSIC,625 NW 29TH ST,7476969.5000 ,343255.2813 ,MON
042016-12,4/20/2016  3:01:08 AM,PARTY,2675 NE LANCASTER ST,7487316.5000 ,350089.6563 ,WED
042016-222,4/20/2016  10:14:36 PM,MUSIC,410 NW 25TH ST,7478065.0000 ,342476.4688 ,WED
042116-12,4/21/2016  3:22:46 AM,PARTY,NW 15TH ST AND NW VAN BUREN AV,7479811.0000 ,341526.0000 ,THU
042116-185,4/21/2016  11:34:06 PM,PARTY,2535 NW TAYLOR AV,7477991.0000 ,343470.8125 ,THU
042216-224,4/22/2016  10:21:27 PM,PARTY,749 NW 11TH ST,7481376.5000 ,342630.4375 ,FRI
042216-240,4/22/2016  10:53:53 PM,PARTY,1375 SW A AV,7479496.0000 ,338454.8125 ,FRI
042216-244,4/22/2016  11:09:43 PM,SRN,3328 SW CASCADE AV,7476007.5000 ,332670.0000 ,FRI
042316-195,4/23/2016  9:29:20 PM,MUSIC,828 NW 28TH ST,7477269.5000 ,343913.6250 ,SAT
042316-201,4/23/2016  10:27:35 PM,PARTY,690 SW SAGEBRUSH DR,7474573.0000 ,338232.5625 ,SAT
042316-212,4/23/2016  11:29:45 PM,PARTY,303 NW 31ST ST,7476308.0000 ,342148.0625 ,SAT
042416-16,4/24/2016  1:01:08 AM,PARTY,235 NW 25TH ST,7478069.0000 ,341751.2500 ,SUN
042416-24,4/24/2016  2:55:33 AM,PARTY,327 NW 13TH ST,7480349.5000 ,341423.8438 ,SUN
042416-97,4/24/2016  2:56:36 PM,MUSIC,2202 SW 3RD ST,7481096.0000 ,332277.8750 ,SUN
042416-173,4/24/2016  10:41:26 PM,MUSIC,961 NW HAYES AV,7482851.0000 ,345844.0000 ,SUN
042516-212,4/25/2016  8:40:17 PM,MUSIC,1600 NW ARTHUR AV,7480465.0000 ,346909.5625 ,MON
042616-267,4/26/2016  11:06:36 PM,PARTY,1845 NW POLK AV,7479384.0000 ,342881.5938 ,WED
042816-17,4/28/2016  2:43:33 AM,SRN,345 NW 25TH ST,7478077.0000 ,342172.7500 ,THU
042816-203,4/28/2016  10:26:04 PM,PARTY,325 NW 21ST ST,7478732.5000 ,341943.8125 ,THU
042816-206,4/28/2016  10:48:06 PM,SRN,3230 NE LANCASTER ST,7487864.0000 ,352551.5000 ,THU
042916-2,4/29/2016  12:05:40 AM,PARTY,NW 16TH ST AND NW JACKSON AV,7479439.0000 ,341283.0000 ,FRI
042916-23,4/29/2016  2:43:39 AM,MUSIC,654 SW 7TH ST,7480802.5000 ,338106.2813 ,FRI
042916-135,4/29/2016  3:25:36 PM,MUSIC,500 NW WALNUT BV,7484895.5000 ,350323.5000 ,FRI
042916-163,4/29/2016  5:37:37 PM,MUSIC,504 NW WALNUT BV,7484880.5000 ,350323.8750 ,FRI
042916-182,4/29/2016  8:22:45 PM,MUSIC,430 NW 13TH ST,7480472.5000 ,341795.6563 ,FRI
042916-218,4/29/2016  11:22:19 PM,SRN,695 SW SAGEBRUSH DR,7474618.0000 ,338142.8750 ,FRI
043016-8,4/30/2016  12:18:24 AM,PARTY,1600 NW JACKSON AV,7479421.5000 ,341271.7188 ,SAT
043016-6,4/30/2016  12:06:49 AM,PARTY,1367 SW E AV,7479377.0000 ,337170.9688 ,SAT
043016-139,4/30/2016  4:38:20 PM,PARTY,2111 NW HARRISON BV,7478707.0000 ,342322.1563 ,SAT
043016-198,4/30/2016  10:35:23 PM,SRN,1709 NW TYLER AV,7479582.0000 ,342433.5000 ,SAT
043016-206,4/30/2016  11:02:24 PM,MUSIC,NW CLARENCE CR AND NW ELIZABETH DR,7473834.0000 ,343349.0000 ,SAT
043016-204,4/30/2016  10:58:41 PM,SRN,830 SW GROVE ST,7476785.5000 ,337487.7188 ,SAT
043016-205,4/30/2016  10:59:53 PM,MUSIC,1430 NW DIVISION ST,7482772.0000 ,345672.0000 ,SAT
050116-3,5/1/2016  12:11:04 AM,MUSIC,1430 NW DIVISION ST,7482772.0000 ,345672.0000 ,SUN
050116-17,5/1/2016  1:38:33 AM,PARTY,203 NW 13TH ST,7480188.0000 ,341004.2188 ,SUN
050116-96,5/1/2016  2:19:20 PM,MUSIC,700 SW CHICKADEE ST,7474640.0000 ,338041.8750 ,SUN
050116-180,5/1/2016  7:56:38 PM,PARTY,1215 NW 11TH ST,7482037.5000 ,344323.2500 ,SUN
050116-212,5/1/2016  10:31:24 PM,PARTY,1665 NW HARRISON BV,7479561.5000 ,342045.2500 ,SUN
050116-221,5/1/2016  11:29:06 PM,MUSIC,700 SW CHICKADEE ST,7474640.0000 ,338041.8750 ,SUN
050216-8,5/2/2016  12:36:32 AM,SRN,3760 SW WATERLEAF AV,7474160.5000 ,337671.7188 ,MON
050316-232,5/3/2016  9:14:11 PM,MUSIC,2663 NW BLUEBELL PL,7480188.0000 ,350781.0000 ,TUE
050416-17,5/4/2016  3:06:17 AM,MUSIC,958 NW SYCAMORE AV,7483348.5000 ,348894.5000 ,WED
050416-229,5/4/2016  7:54:03 PM,MUSIC,710 NW 3RD ST,7483563.5000 ,341788.1250 ,WED
050516-221,5/5/2016  8:28:13 PM,PARTY,412 NW 12TH ST,7480680.5000 ,341643.4375 ,THU
050516-232,5/5/2016  9:27:51 PM,PARTY,513 NW 17TH ST,7479635.0000 ,342455.0000 ,THU
050516-251,5/5/2016  11:04:43 PM,SRN,527 NW 6TH ST,7482492.0000 ,341401.1563 ,THU
050616-1,5/5/2016  11:59:59 PM,PARTY,560 NW 19TH ST,7479187.0000 ,342801.5938 ,FRI
050616-6,5/6/2016  12:16:44 AM,PARTY,610 NW MERRIE DR,7474337.0000 ,343489.1875 ,FRI
050616-14,5/6/2016  12:38:40 AM,MUSIC,335 SW 4TH ST,7482079.5000 ,338841.1563 ,FRI
050616-241,5/6/2016  11:51:28 PM,SRN,3434 NE OXFORD CR,7488620.0000 ,353544.4063 ,FRI
050716-9,5/7/2016  12:59:22 AM,PARTY,1215 NW 11TH ST,7482037.5000 ,344323.2500 ,SAT
050716-14,5/7/2016  1:21:26 AM,PARTY,NW 1ST ST AND NW MONROE AV,7483224.0000 ,339360.0000 ,SAT
050716-10,5/7/2016  1:02:34 AM,PARTY,1221 SW 26TH ST,7477754.0000 ,336579.9375 ,SAT
050716-18,5/7/2016  1:52:31 AM,SRN,2657 NW HARRISON BV,7477617.5000 ,342464.0625 ,SAT
050716-25,5/7/2016  2:46:31 AM,MUSIC,390 NW MAXINE AV,7485494.0000 ,351728.5000 ,SAT
050716-229,5/7/2016  10:17:18 PM,PARTY,1527 NW HIGHLAND DR,7482486.5000 ,346000.5625 ,SAT
050816-11,5/8/2016  12:42:58 AM,PARTY,602 NW 12TH ST,7480926.0000 ,342282.1875 ,SUN
050816-10,5/8/2016  12:41:07 AM,PARTY,1031 NW 34TH ST,7475562.0000 ,344568.0313 ,SUN
050816-27,5/8/2016  2:09:27 AM,PARTY,3630 SW DEON DR,7474265.0000 ,337396.1875 ,SUN
051016-18,5/10/2016  2:11:48 AM,SRN,2865 SE DEBORAH PL,7481980.5000 ,329759.6875 ,TUE
051116-189,5/11/2016  5:42:00 PM,PARTY,1709 NW TYLER AV,7479582.0000 ,342433.5000 ,WED
051116-204,5/11/2016  6:46:04 PM,SRN,529 NW 21ST ST,7478748.5000 ,342783.9375 ,WED
051116-208,5/11/2016  7:08:00 PM,MUSIC,625 NW 21ST ST,7478753.5000 ,343119.4688 ,WED
051216-17,5/12/2016  4:41:28 AM,SRN,945 NW CIRCLE BV,7483744.5000 ,348435.5000 ,THU
051216-138,5/12/2016  2:43:36 PM,MUSIC,1527 NW HIGHLAND DR,7482486.5000 ,346000.5625 ,THU
051216-211,5/12/2016  8:39:03 PM,MUSIC,1463 NW VAN BUREN AV,7479907.5000 ,341499.4063 ,THU
051216-220,5/12/2016  9:20:09 PM,SRN,410 NW 25TH ST,7478065.0000 ,342476.4688 ,THU
051216-214,5/12/2016  9:00:28 PM,SRN,2662 NW GRANT AV,7477689.0000 ,344944.7500 ,THU
051216-240,5/12/2016  10:39:18 PM,PARTY,2700 NW JACKSON AV,7477400.0000 ,341710.5625 ,THU
051216-256,5/12/2016  11:29:48 PM,PARTY,NW JACKSON AV AND NW 10TH ST,7480903.0000 ,340683.0000 ,THU
051316-207,5/13/2016  3:42:25 PM,MUSIC,690 SW SAGEBRUSH DR,7474573.0000 ,338232.5625 ,FRI
051316-270,5/13/2016  7:51:17 PM,MUSIC,689 NW 23RD ST,7478428.5000 ,343367.3438 ,FRI
051316-292,5/13/2016  10:01:42 PM,SRN,3157 NW FOXTAIL PL,7476392.0000 ,352345.4063 ,FRI
051316-302,5/13/2016  10:36:36 PM,PARTY,NW HUCKLEBERRY DR AND NW FOXTAIL PL,7476322.0000 ,352440.0000 ,FRI
051316-304,5/13/2016  10:48:51 PM,MUSIC,1620 NW 23RD ST,7478535.0000 ,346624.7500 ,FRI
051416-3,5/14/2016  12:05:58 AM,PARTY,1507 NW VAN BUREN AV,7479791.5000 ,341545.5938 ,SAT
051416-2,5/14/2016  12:02:58 AM,PARTY,1460 NW VAN BUREN AV,7479904.0000 ,341476.3750 ,SAT
051416-7,5/14/2016  12:18:03 AM,PARTY,727 NW 33RD ST,7475806.0000 ,343643.4063 ,SAT
051416-230,5/14/2016  9:21:02 PM,SRN,235 NW 25TH ST,7478069.0000 ,341751.2500 ,SAT
051416-235,5/14/2016  9:32:35 PM,SRN,312 NW 25TH ST,7478052.0000 ,342014.0313 ,SAT
051416-243,5/14/2016  10:02:46 PM,PARTY,675 SW SAGEBRUSH DR,7474531.0000 ,338601.0313 ,SAT
051416-249,5/14/2016  10:26:05 PM,SRN,873 SE BETHEL PL,7483145.5000 ,333050.8125 ,SAT
051416-266,5/14/2016  11:08:38 PM,SRN,204 NW 9TH ST,7481178.0000 ,340599.7813 ,SAT
051516-3,5/15/2016  12:05:26 AM,SRN,140 NW 23RD ST,7478371.5000 ,341373.1563 ,SUN
051416-272,5/14/2016  11:22:13 PM,SRN,2211 NW HARRISON BV,7478547.0000 ,342352.5000 ,SAT
051516-6,5/15/2016  12:18:57 AM,SRN,2206 NW HARRISON,(1.0000),(1.0000),SUN
051516-9,5/15/2016  12:28:16 AM,SRN,410 NW 11TH ST,7480925.5000 ,341540.4688 ,SUN
051516-39,5/15/2016  2:56:57 AM,SRN,1561 NW VAN BUREN AV,7479672.0000 ,341593.7500 ,SUN
051516-42,5/15/2016  3:15:01 AM,SRN,689 NW 23RD ST,7478428.5000 ,343367.3438 ,SUN
051516-158,5/15/2016  5:45:25 PM,MUSIC,958 NW SYCAMORE AV,7483348.5000 ,348894.5000 ,SUN
051516-193,5/15/2016  9:45:27 PM,MUSIC,3200 SE MIDVALE DR,7483405.0000 ,328233.0313 ,SUN
051616-242,5/16/2016  10:12:17 PM,MUSIC,695 SW SAGEBRUSH DR,7474618.0000 ,338142.8750 ,MON
051716-210,5/17/2016  6:01:00 PM,PARTY,529 NW 21ST ST,7478748.5000 ,342783.9375 ,TUE
051716-252,5/17/2016  8:58:48 PM,SRN,721 NW 17TH ST,7479890.5000 ,343109.6875 ,TUE
051716-280,5/17/2016  11:41:15 PM,SRN,721 NW 17TH ST,7479890.5000 ,343109.6875 ,TUE
051816-25,5/18/2016  6:34:13 AM,SRN,958 NW SYCAMORE AV,7483348.5000 ,348894.5000 ,WED
051916-209,5/19/2016  9:01:11 PM,SRN,710 NW 3RD ST,7483563.5000 ,341788.1250 ,THU
051916-228,5/19/2016  10:32:15 PM,MUSIC,1709 NW TYLER AV,7479582.0000 ,342433.5000 ,THU
052016-11,5/20/2016  1:28:22 AM,SRN,146 NW 12TH ST,7480315.0000 ,340705.2500 ,FRI
052016-16,5/20/2016  1:59:16 AM,MUSIC,3240 NW FILLMORE AV,7475955.5000 ,343870.0625 ,FRI
052016-30,5/20/2016  3:29:51 AM,MUSIC,2599 SE CURRIER ST,7483459.0000 ,330854.2813 ,FRI
052016-196,5/20/2016  8:36:59 PM,PARTY,4905 NW WALNUT BV,7470834.5000 ,348711.7188 ,FRI
052016-214,5/20/2016  10:17:15 PM,PARTY,545 NW 7TH ST,7482215.0000 ,341507.1875 ,FRI
052016-230,5/20/2016  11:11:44 PM,SRN,223 NW 12TH ST,7480441.5000 ,340972.5625 ,FRI
052016-228,5/20/2016  11:00:53 PM,SRN,641 NW 28TH ST,7477257.5000 ,343298.8125 ,FRI
052016-238,5/20/2016  11:41:06 PM,PARTY,150 SW MONROE AV,7483082.0000 ,339404.5625 ,FRI
052016-240,5/20/2016  11:45:28 PM,SRN,440 SW 10TH ST,7480276.5000 ,339134.5625 ,FRI
052116-26,5/21/2016  1:42:59 AM,PARTY,1230 NW 23RD ST,7478489.0000 ,345027.8125 ,SAT
052116-180,5/21/2016  4:01:03 PM,SRN,410 NW 25TH ST,7478065.0000 ,342476.4688 ,SAT
052116-181,5/21/2016  4:02:21 PM,SRN,426 NW 25TH ST,7478067.0000 ,342528.7500 ,SAT
052116-191,5/21/2016  4:34:26 PM,SRN,1009 SW A AV,7480133.0000 ,338517.4688 ,SAT
052116-224,5/21/2016  6:57:03 PM,PARTY,NW 15TH ST AND NW VAN BUREN AV,7479811.0000 ,341526.0000 ,SAT
052116-231,5/21/2016  7:26:08 PM,SRN,1103 NW 27TH ST,7477587.5000 ,344728.7188 ,SAT
052116-245,5/21/2016  8:10:13 PM,PARTY,NW 27TH ST AND NW GRANT AV,7477585.0000 ,344961.0000 ,SAT
052116-247,5/21/2016  8:11:50 PM,PARTY,1010 NW 25TH ST,7478100.0000 ,344394.0000 ,SAT
052116-257,5/21/2016  8:36:15 PM,SRN,314 SW 10TH ST,7480449.5000 ,339568.6250 ,SAT
052116-258,5/21/2016  8:37:05 PM,SRN,342 SW 10TH ST,7480412.0000 ,339474.1563 ,SAT
052116-232,5/21/2016  7:26:57 PM,PARTY,369 SW 11TH ST,7480134.0000 ,339479.2813 ,SAT
052116-259,5/21/2016  8:37:37 PM,SRN,336 SW 10TH ST,7480420.0000 ,339494.3750 ,SAT
052116-291,5/21/2016  10:05:28 PM,MUSIC,NW 15TH ST AND NW VAN BUREN AV,7479811.0000 ,341526.0000 ,SAT
052116-327,5/21/2016  11:24:48 PM,PARTY,1010 NW 25TH ST,7478100.0000 ,344394.0000 ,SAT
052216-2,5/22/2016  12:02:40 AM,SRN,204 NW KINGS BV,7479036.0000 ,341447.9688 ,SUN
052116-342,5/21/2016  11:58:38 PM,PARTY,1250 NW 23RD ST,7478491.0000 ,345095.0938 ,SUN
052216-9,5/22/2016  12:15:08 AM,SRN,429 NW 17TH ST,7479521.5000 ,342167.9375 ,SUN
052216-16,5/22/2016  12:33:22 AM,SRN,319 NW 16TH ST,7479611.0000 ,341687.8438 ,SUN
052216-30,5/22/2016  1:02:35 AM,MUSIC,825 SW GROVE ST,7476808.0000 ,337502.6250 ,SUN
052216-27,5/22/2016  12:58:09 AM,SRN,234 NW 21ST ST,7478705.0000 ,341589.5625 ,SUN
052216-32,5/22/2016  1:05:53 AM,SRN,700 SW CHICKADEE ST,7474640.0000 ,338041.8750 ,SUN
052216-43,5/22/2016  1:33:50 AM,PARTY,840 SW GROVE ST,7476785.0000 ,337462.2813 ,SUN
052216-63,5/22/2016  3:19:13 AM,MUSIC,828 NW 28TH ST,7477269.5000 ,343913.6250 ,SUN
052216-181,5/22/2016  9:39:05 PM,MUSIC,NW 28TH ST AND NW FILLMORE AV,7477276.0000 ,343824.0000 ,SUN
052316-8,5/23/2016  12:42:58 AM,MUSIC,690 SW SAGEBRUSH DR,7474573.0000 ,338232.5625 ,MON
052316-221,5/23/2016  10:24:38 PM,SRN,5062 SW TECHNOLOGY LP,7470109.5000 ,334583.5000 ,MON
052416-122,5/24/2016  12:08:14 PM,SRN,481 SW TWIN OAKS CR,7480933.0000 ,335611.2188 ,TUE
052416-247,5/24/2016  7:00:40 PM,SRN,1445 SW A AV,7479325.0000 ,338437.9688 ,TUE
052516-8,5/25/2016  1:13:14 AM,SRN,504 SW 5TH ST,7481534.0000 ,338350.0938 ,WED
052516-30,5/25/2016  5:49:24 AM,PARTY,1393 SW E AV,7479210.5000 ,337182.4063 ,WED
052516-266,5/25/2016  10:25:45 PM,MUSIC,3230 NE LANCASTER ST,7487864.0000 ,352551.5000 ,WED
052516-273,5/25/2016  10:40:41 PM,PARTY,530 SW 4TH ST,7481776.0000 ,338151.0000 ,WED
052516-286,5/25/2016  11:58:53 PM,MUSIC,700 SW CHICKADEE ST,7474640.0000 ,338041.8750 ,THU
052616-25,5/26/2016  5:15:44 AM,PARTY,3930 NW WITHAM HILL DR,7473845.5000 ,346185.7813 ,THU
052616-204,5/26/2016  9:03:10 PM,SRN,1778 NW GRANT CR,7479945.5000 ,345505.4375 ,THU
052616-235,5/26/2016  11:34:37 PM,SRN,2535 NW TAYLOR AV,7477991.0000 ,343470.8125 ,THU
052616-242,5/26/2016  11:52:54 PM,SRN,2535 NW TAYLOR AV,7477991.0000 ,343470.8125 ,THU
052616-238,5/26/2016  11:38:58 PM,SRN,545 NW 31ST ST,7476320.0000 ,342999.2500 ,THU
052716-26,5/27/2016  2:13:42 AM,PARTY,361 NW 26TH ST,7477774.0000 ,342253.4375 ,FRI
052716-36,5/27/2016  3:10:22 AM,PARTY,725 SW CHICKADEE ST,7474431.0000 ,337826.4688 ,FRI
052716-206,5/27/2016  8:51:28 PM,PARTY,550 NW POLK AV,7482723.5000 ,341596.7188 ,FRI
052716-237,5/27/2016  10:17:46 PM,PARTY,1232 SW MAPLE TREE CT,7479777.5000 ,337910.7500 ,FRI
052716-235,5/27/2016  10:13:19 PM,SRN,332 NW KINGS BV,7479042.0000 ,341964.7188 ,FRI
052716-256,5/27/2016  11:11:35 PM,SRN,345 NW 23RD ST,7478406.5000 ,342104.7500 ,FRI
052716-264,5/27/2016  11:31:20 PM,SRN,1360 NW VAN BUREN AV,7480148.0000 ,341378.5000 ,FRI
052816-10,5/28/2016  12:14:33 AM,MUSIC,NW 16TH ST AND NW JACKSON AV,7479439.0000 ,341283.0000 ,SAT
052816-44,5/28/2016  1:32:10 AM,PARTY,1725 NW 17TH ST,7480212.0000 ,347103.3125 ,SAT
052816-164,5/28/2016  5:49:48 PM,PARTY,1609 NW JACKSON AV,7479420.5000 ,341302.5625 ,SAT
